@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {split_audio_coyote,split_audio_bg}

@DATA
0.076452,0.061025,2.859992,0.153618,0.183651,0.174387,0.022800,0.079174,-27.720282,-1.461584,-0.701176,1.509983,-0.826177,0.365512,0.239648,-0.199458,0.201865,-0.122324,0.129263,-0.017374,-0.096277,0.013516,0.000743,0.000847,0.000548,0.002406,0.010376,0.003735,0.004914,0.002465,0.012530,0.002708,0.008664,0.008800,0.002382,0.000249,-0.036292,-0.018662,-0.013181,-0.042379,0.002159,0.001588,0.674601,0.201847,-0.043392,-0.006833,-0.245203,-0.065228,-0.029412,-0.119802,0.088098,0.004716,-0.029536,0.065400,-0.039622,0.003938,0.000177,-0.000050,0.000045,-0.001765,-0.008695,0.000780,0.004404,0.001394,0.007529,0.000087,0.001554,-0.000301,0.004165,0.084468,0.167436,0.044174,0.051851,0.101339,0.019310,0.003035,2.068570,0.370630,0.309995,0.205214,0.639023,0.409731,0.283396,0.337158,0.411714,0.290858,0.179351,0.138813,0.237503,0.011993,0.000461,0.000719,0.000477,0.003404,0.015905,0.003589,0.007819,0.002473,0.012907,0.003650,0.008165,0.000995,0.006298,0.133516,0.228463,0.050507,0.068717,0.128011,0.027969,0.004274,2.541076,0.349217,0.443283,0.342033,0.817428,0.591732,0.491514,0.413851,0.633647,0.462070,0.275867,0.156057,0.381141,0.020926,0.000523,0.001020,0.000668,0.003756,0.016849,0.004850,0.007921,0.001925,0.008167,0.005975,0.011827,0.001237,split_audio_coyote
0.073150,0.049846,2.542126,0.139429,0.183741,0.182857,0.030116,0.066142,-25.929315,-1.069929,-1.379330,1.297346,-0.012085,-0.284292,0.131459,0.119324,0.028881,-0.109629,0.082678,-0.032927,-0.106158,0.006813,0.002920,0.009561,0.007014,0.003838,0.004281,0.002969,0.001743,0.000840,0.001745,0.017614,0.005549,0.009854,-0.013208,0.000774,0.184306,-0.005716,-0.002722,-0.035064,0.001089,-0.002521,0.154009,0.114741,-0.107738,0.038415,0.105961,-0.112288,0.040276,0.102730,-0.090980,0.033576,0.022479,-0.063038,0.019225,-0.000386,-0.000036,-0.000055,0.000133,0.001881,0.000845,0.000444,0.000011,-0.000235,-0.001309,-0.002095,-0.001373,-0.000113,0.039524,0.050840,0.870238,0.040718,0.033945,0.155736,0.027437,0.011904,1.363496,1.029545,0.569142,0.389463,0.652520,0.468656,0.501415,0.515223,0.569991,0.374550,0.426483,0.370968,0.143966,0.014820,0.005489,0.023424,0.008346,0.005086,0.004506,0.003497,0.002454,0.001012,0.003653,0.030150,0.004809,0.008370,0.033847,0.076762,0.899380,0.038502,0.035903,0.179313,0.036441,0.009072,1.405770,0.931789,0.442308,0.482939,0.420479,0.359056,0.501384,0.303860,0.568095,0.487844,0.453381,0.393180,0.228893,0.021057,0.007147,0.034656,0.010656,0.003789,0.005662,0.004452,0.002880,0.001385,0.003731,0.042317,0.003557,0.012824,split_audio_coyote
0.070482,0.051481,2.956568,0.158843,0.200384,0.201088,0.035205,0.069298,-27.286870,-0.977307,-1.072338,1.474230,-0.304196,-0.409710,0.763280,-0.261300,-0.340176,0.641432,-0.325204,-0.039761,0.094896,0.000204,0.000131,0.001484,0.000817,0.000697,0.010155,0.028420,0.020602,0.010163,0.010112,0.001056,0.000222,0.017231,0.003543,-0.004430,-0.002688,0.008455,0.006554,0.032464,-0.006793,0.000484,-0.241337,0.108250,-0.065643,-0.037723,0.124334,0.014286,-0.033188,0.055259,-0.051124,0.037332,0.037338,-0.066613,0.013317,0.000043,0.000022,0.000865,0.000563,0.000252,0.000484,0.002996,0.000910,-0.000301,-0.000247,-0.000131,0.000079,0.000438,0.021203,0.040281,0.165531,0.055861,0.042221,0.242313,0.022803,0.015891,2.275729,0.524062,0.351385,0.211672,0.495202,0.242670,0.244213,0.336564,0.494053,0.398431,0.164234,0.167107,0.147623,0.000211,0.000110,0.003259,0.001381,0.000750,0.018439,0.031049,0.039332,0.018029,0.013703,0.001973,0.000237,0.011878,0.016731,0.042038,0.235318,0.046990,0.037074,0.233363,0.041017,0.017740,2.068709,0.666676,0.401668,0.276699,0.444256,0.285324,0.349516,0.424320,0.551464,0.475939,0.226277,0.131882,0.222127,0.000235,0.000158,0.003242,0.001452,0.001034,0.027876,0.038292,0.058791,0.025822,0.019618,0.001914,0.000286,0.017099,split_audio_coyote
0.064519,0.047916,2.957277,0.141861,0.191494,0.205799,0.025780,0.079303,-26.479444,-0.880995,-1.255119,1.318840,0.223980,-0.415611,0.076162,0.655398,-0.541221,0.145119,0.139873,-0.139211,0.049825,0.001649,0.005244,0.004476,0.028692,0.008154,0.005360,0.004642,0.001775,0.013048,0.003340,0.000485,0.000839,0.016546,-0.001429,-0.000362,-0.019063,-0.000672,0.000734,-0.020569,0.000625,-0.002647,-0.073168,-0.032396,0.004008,0.045741,-0.030235,-0.015897,0.064944,-0.032499,-0.045543,0.028900,-0.017598,-0.006915,0.000011,-0.001018,-0.000099,-0.000514,-0.001397,-0.000214,0.000251,-0.000070,0.000888,0.000093,0.000016,-0.000150,-0.000175,-0.000303,0.018109,0.043483,0.201168,0.036237,0.031628,0.228791,0.014707,0.022090,1.664417,0.727641,0.378748,0.461911,0.465623,0.326558,0.596043,0.623872,0.499759,0.417270,0.414111,0.277708,0.152615,0.005238,0.015393,0.008366,0.049176,0.016899,0.011713,0.011228,0.004309,0.036343,0.007201,0.000869,0.002319,0.014284,0.022077,0.040721,0.267835,0.039725,0.036243,0.222777,0.022191,0.025772,1.456886,0.872825,0.428628,0.474536,0.424056,0.385892,0.453267,0.526445,0.584289,0.468689,0.307005,0.273240,0.201459,0.005300,0.021985,0.009502,0.057486,0.024008,0.016050,0.010185,0.004368,0.047843,0.008374,0.000988,0.003260,0.021131,split_audio_coyote
0.063244,0.080657,3.073794,0.131235,0.173267,0.174065,0.028855,0.075418,-26.035259,-1.363667,-1.537613,1.335833,0.143941,-0.428483,0.055750,0.314812,-0.050755,-0.008593,-0.103832,0.227443,-0.043876,0.002139,0.013504,0.031090,0.018007,0.002712,0.001539,0.002156,0.001134,0.007881,0.019858,0.001116,0.002270,0.021264,-0.006352,0.000740,0.017430,-0.012444,-0.008041,-0.017868,0.001288,-0.003479,0.339961,-0.040874,-0.071644,-0.041517,0.049522,-0.051060,-0.048997,0.055406,-0.052822,0.022092,-0.007642,0.009214,-0.007493,-0.000026,0.000582,-0.000601,0.001534,0.000038,-0.000208,0.000077,-0.000703,-0.000003,-0.000755,-0.000229,-0.000063,0.000191,0.028327,0.070599,0.136876,0.054072,0.040072,0.219055,0.014451,0.028435,2.183498,0.822569,0.683290,0.372440,0.294373,0.411083,0.757105,0.637845,0.531813,0.529907,0.416363,0.223486,0.144039,0.004119,0.029689,0.057784,0.035552,0.007793,0.002231,0.004403,0.002889,0.014951,0.041896,0.002259,0.005996,0.015780,0.025726,0.057882,0.175761,0.056672,0.049076,0.235935,0.021063,0.033954,1.345444,0.962883,0.646422,0.361626,0.309484,0.429187,0.599379,0.596176,0.516818,0.478181,0.439214,0.264070,0.216579,0.005679,0.043481,0.071614,0.044082,0.011419,0.002568,0.004597,0.002289,0.020214,0.060222,0.003249,0.008958,0.020630,split_audio_coyote
0.067480,0.039568,2.955799,0.131688,0.174018,0.120323,0.028668,0.069805,-27.876138,-1.779798,-1.072481,1.828530,-0.340953,-0.105367,0.563503,-0.309219,0.164898,0.454201,-0.379306,0.107984,0.154992,0.001272,0.000192,0.001112,0.001401,0.006261,0.002291,0.004280,0.009944,0.005756,0.021451,0.009000,0.001871,0.010965,0.001667,-0.004144,0.029027,0.008651,0.014966,-0.001144,-0.004463,0.001452,-0.532360,0.100834,-0.081238,0.382874,0.222242,0.124390,-0.164335,0.100700,0.072794,0.115172,-0.024654,-0.035743,0.071115,0.001098,0.000075,0.000388,0.000019,0.000165,0.000004,0.000883,0.003201,-0.000083,0.007829,-0.018010,0.001547,-0.003540,0.008601,0.028070,0.187770,0.015979,0.025942,0.069707,0.015903,0.006681,1.327875,0.639451,0.224702,0.421023,0.421212,0.227565,0.437305,0.379665,0.495863,0.252283,0.208274,0.170021,0.135209,0.001272,0.000150,0.002131,0.002544,0.018962,0.002939,0.005815,0.013767,0.007736,0.006599,0.014875,0.001749,0.006027,0.009043,0.022285,0.196042,0.013120,0.020319,0.098118,0.021654,0.007545,1.005552,0.773329,0.345367,0.396768,0.473276,0.239354,0.539923,0.331249,0.627242,0.481957,0.293295,0.214569,0.146625,0.001325,0.000159,0.002894,0.002290,0.026791,0.004280,0.008290,0.015649,0.012765,0.018724,0.038902,0.001807,0.011009,split_audio_coyote
0.055836,0.044434,2.909971,0.133250,0.180619,0.194012,0.024156,0.064825,-26.801857,-0.930845,-1.613945,1.069163,0.438433,-0.455789,-0.218776,0.642028,-0.313653,-0.199961,0.264302,-0.005037,-0.034359,0.001699,0.004878,0.027505,0.028930,0.011068,0.008984,0.005647,0.001100,0.001775,0.000695,0.000667,0.001234,0.017833,0.000454,-0.000067,0.127795,0.003902,0.003197,0.012755,0.000774,0.001248,-0.202840,-0.061574,-0.000221,0.015928,0.037807,0.052449,0.030523,-0.041809,0.002092,-0.010868,-0.019208,0.010858,-0.002379,-0.000059,-0.000491,0.001666,-0.000051,-0.000222,-0.000025,0.000762,0.000093,0.000158,0.000007,0.000014,0.000243,0.000261,0.011913,0.065821,0.559275,0.034672,0.043791,0.201859,0.019206,0.019499,2.385223,0.536215,0.238006,0.247623,0.373878,0.288147,0.454406,0.394048,0.456430,0.529894,0.398358,0.276063,0.122029,0.002363,0.006230,0.042467,0.044739,0.021014,0.017365,0.012368,0.002035,0.003927,0.001014,0.000662,0.002306,0.012609,0.012429,0.068676,0.509290,0.042740,0.056972,0.196996,0.025155,0.020087,1.731070,0.678164,0.260486,0.356022,0.418853,0.267203,0.481745,0.416395,0.474795,0.462765,0.453567,0.331747,0.139018,0.002567,0.005606,0.046342,0.064119,0.030967,0.019757,0.016375,0.002953,0.005629,0.001461,0.000516,0.002959,0.014181,split_audio_coyote
0.073684,0.062805,3.032764,0.185402,0.238447,0.180121,0.022515,0.063158,-28.232063,0.352473,-1.823088,1.077018,-0.224053,-0.274695,0.221467,0.499448,0.058444,-0.264084,0.103337,-0.066185,-0.165946,0.004328,0.009823,0.011913,0.020931,0.026996,0.002019,0.005146,0.003353,0.000266,0.005647,0.009835,0.004438,0.016916,0.005762,-0.003195,-0.007871,0.006248,0.007012,0.019591,-0.001700,0.004583,-0.218784,-0.065571,0.098855,0.029833,-0.099124,0.166484,-0.030071,-0.026830,0.118582,0.019911,-0.084270,-0.015772,0.027727,0.000354,0.002898,0.000443,-0.000107,-0.012622,0.000468,0.000631,0.001600,0.000013,0.000699,0.001181,0.001952,-0.002737,0.014486,0.064983,0.233187,0.048803,0.040740,0.117658,0.017704,0.007122,1.788152,0.846017,0.280423,0.491376,0.242679,0.439777,0.291169,0.237901,0.397350,0.206245,0.258297,0.154701,0.149894,0.007724,0.018571,0.020989,0.025618,0.038994,0.001459,0.005417,0.002776,0.000175,0.006440,0.006975,0.004683,0.009075,0.016965,0.068676,0.343499,0.053154,0.042509,0.154237,0.021864,0.010679,2.020762,0.790357,0.188167,0.447736,0.243978,0.242817,0.306415,0.348157,0.408638,0.255123,0.258395,0.232752,0.136647,0.010993,0.021067,0.029600,0.036090,0.042575,0.001767,0.007432,0.001643,0.000204,0.009026,0.012672,0.003948,0.013290,split_audio_coyote
0.087194,0.045784,3.048614,0.159741,0.183808,0.486515,0.016427,0.104968,-28.171833,-1.052024,-1.381716,0.633779,-0.012475,-0.137578,-0.249251,0.545810,0.524508,-0.259552,-0.130862,0.196231,-0.276507,0.005509,0.008090,0.019339,0.012798,0.006861,0.002385,0.018073,0.001559,0.009022,0.006154,0.002839,0.006380,0.015837,0.009596,-0.000124,0.040615,0.014928,0.011707,0.059950,-0.000137,-0.007078,-0.456084,-0.050686,0.163935,0.040347,0.010683,0.117125,-0.003912,-0.065546,0.017169,-0.067796,0.029706,-0.003502,-0.033883,-0.000410,-0.001764,0.000477,0.001977,-0.000527,-0.000153,0.000968,0.000126,0.000068,0.001245,-0.000375,-0.000910,-0.000632,0.037772,0.044857,0.173199,0.077862,0.057689,0.223900,0.009958,0.061982,2.884927,0.780330,0.555578,0.545854,0.360129,0.337337,0.382358,0.426489,0.379959,0.339905,0.368006,0.259853,0.182472,0.005424,0.011497,0.026800,0.016533,0.009144,0.006340,0.048021,0.001611,0.018863,0.010509,0.003186,0.008235,0.012086,0.030510,0.035348,0.227544,0.066582,0.049956,0.353981,0.012337,0.071221,2.115344,0.991076,0.577283,0.653882,0.439252,0.346553,0.311926,0.455111,0.394832,0.351425,0.443124,0.316761,0.235580,0.006138,0.019874,0.031908,0.026038,0.013625,0.009351,0.048776,0.002521,0.021559,0.010849,0.004011,0.011330,0.016157,split_audio_coyote
0.098004,0.032354,2.988166,0.258899,0.268321,0.526939,0.009278,0.093265,-28.876995,0.157857,-1.106533,0.218219,-0.479172,0.599868,0.346978,-0.121611,-0.131678,0.239187,-0.212331,0.031088,0.065524,0.001282,0.000857,0.004963,0.006802,0.021396,0.015343,0.087428,0.000995,0.003882,0.004789,0.014126,0.001256,0.027899,0.006856,-0.000064,0.010550,0.016967,0.002014,0.065089,0.000398,0.021476,-0.325010,-0.031326,0.131186,0.118818,0.091488,0.032021,-0.056227,-0.042774,0.022886,0.060564,-0.035975,-0.022098,-0.009067,0.000228,-0.000309,-0.000976,-0.000096,-0.004122,-0.008157,0.033649,0.000059,0.000575,0.000207,0.000058,0.000017,0.008420,0.030615,0.068657,0.188244,0.092180,0.079261,0.255921,0.012307,0.060867,2.055268,1.867393,0.632806,0.633169,0.281571,0.436008,0.622585,0.440221,0.512334,0.553570,0.553708,0.144948,0.232458,0.001299,0.001115,0.005640,0.010599,0.024134,0.023424,0.107595,0.001035,0.001995,0.004462,0.025657,0.001037,0.028331,0.034331,0.089878,0.197104,0.084204,0.082666,0.161291,0.017213,0.049383,2.123821,1.844513,0.362179,0.582386,0.356495,0.423153,0.518698,0.386548,0.482786,0.533395,0.505945,0.213651,0.267888,0.001468,0.001438,0.007898,0.015252,0.022755,0.022376,0.086101,0.001518,0.002330,0.005318,0.035969,0.001570,0.022273,split_audio_coyote
0.115329,0.054354,3.087783,0.320365,0.313189,0.481624,0.006289,0.130462,-24.428071,0.999710,-1.542827,0.509849,0.949964,0.433591,-0.285235,0.008797,0.474026,-0.038961,0.120607,0.096798,0.005924,0.004371,0.003655,0.039597,0.002915,0.001685,0.001911,0.049855,0.004066,0.008150,0.004696,0.046327,0.018639,0.031115,0.003909,-0.000907,-0.002922,0.002349,0.000209,0.020922,-0.000100,0.011252,-0.031574,-0.011495,-0.001050,-0.012810,-0.001765,0.017405,-0.002105,-0.024893,-0.005176,0.014473,0.010383,0.001951,-0.003544,0.000008,-0.000011,0.000494,-0.000074,0.000007,0.000003,0.004185,0.000525,0.000041,-0.000047,-0.001839,-0.000014,0.000958,0.056675,0.042989,0.211443,0.053417,0.011390,0.320348,0.003766,0.168268,0.928773,0.503760,0.480430,0.485662,0.275117,0.405687,0.309971,0.442272,0.343099,0.435691,0.310749,0.236754,0.110051,0.006860,0.004262,0.051229,0.003889,0.001625,0.002578,0.061443,0.006821,0.019105,0.004889,0.046614,0.037452,0.018093,0.052075,0.042256,0.327879,0.047248,0.011497,0.265569,0.004737,0.160103,0.964244,0.464653,0.487671,0.536596,0.300793,0.414576,0.312093,0.405294,0.399840,0.432263,0.299538,0.261852,0.150880,0.009134,0.006204,0.053850,0.006232,0.002069,0.003360,0.066261,0.007850,0.025004,0.005915,0.051649,0.041265,0.025625,split_audio_coyote
0.080844,0.028657,2.951951,0.162516,0.185767,0.281144,0.020761,0.093630,-30.640465,-0.934967,-0.517214,0.980365,-0.022492,0.189803,-0.021057,0.093973,0.476047,-0.472349,0.158756,0.157327,-0.033986,0.006235,0.006321,0.025219,0.002059,0.019580,0.001309,0.014141,0.000525,0.001096,0.002610,0.008335,0.006782,0.020316,0.000381,-0.000399,0.023385,0.005088,0.006849,-0.070131,-0.000047,-0.003321,0.257448,0.178078,-0.071335,-0.035675,-0.115445,0.112074,0.015306,0.050024,-0.044880,0.010849,0.012230,0.014133,0.036862,-0.000024,0.000028,0.004068,-0.000557,-0.001589,0.000003,0.000584,0.000005,-0.000071,-0.000112,0.000016,0.000028,0.000541,0.035123,0.031849,0.265392,0.063396,0.052078,0.268223,0.015117,0.068764,3.054742,0.778319,0.441752,0.464550,0.370876,0.429281,0.369593,0.399127,0.403467,0.262641,0.239282,0.189420,0.158637,0.016341,0.015775,0.024411,0.004575,0.017216,0.003515,0.030064,0.000949,0.002069,0.004120,0.011013,0.013988,0.014485,0.030251,0.029657,0.257221,0.062760,0.047976,0.358933,0.019575,0.079692,1.997027,0.771491,0.430653,0.490517,0.442218,0.372689,0.351366,0.423079,0.437569,0.311915,0.329059,0.239232,0.220509,0.021090,0.021887,0.040143,0.006485,0.008688,0.004892,0.036452,0.001332,0.002516,0.005571,0.015187,0.019152,0.021984,split_audio_coyote
0.073064,0.044973,3.090111,0.146436,0.188994,0.231102,0.023649,0.085602,-26.420920,-1.268302,-1.210127,1.157814,0.139861,0.392924,0.057772,-0.404185,0.647936,0.039237,-0.260494,0.266597,-0.112884,0.005657,0.002034,0.003838,0.001877,0.000917,0.001095,0.008913,0.003981,0.006040,0.007055,0.008656,0.013752,0.010852,0.000696,-0.000354,-0.031908,0.000519,0.000732,0.000480,0.000164,-0.000287,-0.023836,0.001355,0.003525,0.009171,-0.017589,0.005440,0.011606,-0.009323,-0.000950,0.006462,-0.003548,0.001778,-0.008878,-0.000007,-0.000095,-0.000081,0.000010,0.000045,0.000076,0.000236,-0.000055,0.000456,0.000063,0.000030,0.000005,0.000096,0.025193,0.033642,0.295061,0.040506,0.035867,0.228427,0.014327,0.045364,1.238763,0.860777,0.487367,0.630134,0.426785,0.509368,0.619149,0.592102,0.641688,0.529345,0.415542,0.325235,0.234494,0.010055,0.004232,0.007952,0.003744,0.001966,0.002139,0.018642,0.007781,0.010361,0.012059,0.012047,0.025009,0.007197,0.027776,0.032564,0.274189,0.046347,0.040428,0.273521,0.016425,0.061144,1.398022,0.992267,0.576753,0.704215,0.506271,0.549390,0.533091,0.516244,0.632880,0.564785,0.424852,0.342707,0.273628,0.011210,0.005370,0.009150,0.004321,0.002351,0.002266,0.022098,0.009750,0.010898,0.017073,0.016596,0.030017,0.009876,split_audio_coyote
0.077806,0.011826,3.089976,0.153712,0.195468,0.393311,0.018779,0.099032,-28.472724,-1.598431,-1.182580,1.169892,0.352309,0.192501,-0.235294,0.092026,0.344095,-0.117607,-0.122393,0.108362,-0.072724,0.019533,0.017752,0.005010,0.004111,0.004272,0.003380,0.007802,0.004509,0.003490,0.003035,0.004024,0.006132,0.014002,-0.001701,-0.000048,-0.030733,-0.001459,0.000793,-0.028804,0.000268,-0.011517,0.011153,0.047412,-0.036470,-0.012691,-0.021853,0.003576,0.002596,0.029975,-0.008736,-0.014106,-0.001431,0.019667,-0.002760,0.000217,0.000077,0.000169,0.000887,0.000642,0.000194,-0.000906,-0.000026,-0.000076,-0.000069,-0.000011,0.000066,-0.000197,0.031976,0.019547,0.315956,0.043877,0.037450,0.330706,0.008535,0.055972,1.440057,0.971474,0.560278,0.510929,0.509338,0.441693,0.567425,0.526039,0.484412,0.556267,0.427882,0.348241,0.234246,0.032140,0.029627,0.011920,0.011296,0.007315,0.006181,0.013778,0.008413,0.005314,0.004750,0.006335,0.010788,0.009863,0.023524,0.024040,0.334064,0.038356,0.031096,0.322777,0.009975,0.053019,1.336917,0.922211,0.555703,0.621070,0.569787,0.472627,0.573615,0.572748,0.606926,0.449450,0.518074,0.436974,0.236441,0.036980,0.039887,0.010645,0.013431,0.008827,0.009104,0.015265,0.010045,0.008826,0.006961,0.008775,0.015239,0.012988,split_audio_coyote
0.077223,0.028706,3.087096,0.175286,0.217438,0.408059,0.013893,0.089542,-27.460831,-0.784387,-1.077644,0.902299,0.358473,0.196416,0.083450,-0.492925,0.615631,0.019281,-0.325949,0.258634,-0.147079,0.007682,0.009618,0.003730,0.001056,0.001507,0.002107,0.017558,0.003284,0.005230,0.010461,0.016812,0.021291,0.017428,0.002314,-0.002406,-0.037167,0.004011,0.003690,0.073854,-0.000024,0.003448,-0.247731,-0.051680,0.129041,0.074171,0.067282,-0.103293,0.057927,-0.060294,-0.083268,0.059541,-0.009205,-0.062030,0.002777,-0.001068,-0.000049,-0.001218,-0.000232,-0.000224,0.000014,-0.000632,0.000223,0.000053,0.002030,-0.000076,-0.001458,-0.000206,0.025136,0.038760,0.213332,0.053089,0.040771,0.330792,0.007585,0.029162,1.908967,0.974832,0.673442,0.510363,0.242806,0.594471,0.575333,0.345558,0.597114,0.445634,0.296447,0.225183,0.207026,0.018743,0.020470,0.007372,0.001654,0.002027,0.003841,0.028127,0.003397,0.009460,0.008379,0.025305,0.038969,0.012395,0.022718,0.028023,0.280980,0.057726,0.042455,0.225224,0.009887,0.025729,1.466248,1.299993,0.573170,0.581217,0.298969,0.633664,0.518687,0.441013,0.549237,0.529575,0.376780,0.242468,0.280910,0.025639,0.023848,0.008214,0.001974,0.001771,0.005496,0.037767,0.003983,0.012360,0.012211,0.037093,0.040315,0.014012,split_audio_coyote
